,ACC0105,ACC0138,MiREL002,MiREL007,MiRES013,MiRES002,ACC0194,ACC0038,ACC0002,MiREL011,ACC0070,ACC0101,MiREL018,ACC0061,ACC0049,MiREL006,ACC0166,ACC0177,MiREL014,MiREL016,MiRES011,MiREL013,ACC0115,MiRES003,MiREL020,ACC0014,ACC0134,MiREL019,ACC0119,ACC0113,ACC0062,ACC0135,ACC0118,MiRES008,ACC0127,MiRES005,ACC0031,ACC0160,MiREL005,MiRES001,MiRES012,ACC0158,ACC0085,MiRES009,MiREL008,ACC0191,MiREL009,MiRES010,MiREL015,MiREL003,ACC0020,MiREL001,MiREL010,ACC0097,ACC0189,ACC0088,ACC0027,ACC0136,MiREL012,ACC0077,ACC0050,ACC0121,ACC0108,ACC0092,ACC0114,ACC0035,ACC0162,ACC0098,ACC0157,ACC0102,ACC0093,ACC0037,ACC0110,ACC0159,ACC0012,ACC0072,ACC0142,ACC0147,MIRES001,ACC0199,ACC0261,MiREL017,ACC0192,ACC0034,MiRES004,ACC0197,ACC0141,ACC0013,MIRES007,ACC0004,ACC0104,ACC0265,ACC0131,MiRES007,ACC0107,ACC0056,ACC0083,ACC0036,ACC0163,ACC0164,ACC0074,ACC0080,ACC0204,ACC0078,ACC0066,ACC0169,ACC0008,ACC0032,ACC0103,ACC0190,ACC0047,ACC0016,ACC0065,ACC0021,ACC0133,ACC0184,ACC0087,ACC0167,ACC0054,ACC0259,ACC0009,ACC0125,ACC0096,ACC0023,ACC0048,ACC0052,ACC0149,ACC0154,ACC0079,ACC0057,ACC0064,ACC0174,ACC0089
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor,0.01239,0.0,0.00039,0.22986,0.0,0.0,0.00179,0.0,0.0,0.0,0.03373,0.03261,0.0,0.67962,0.00796,0.0,0.0,0.00062,0.0,0.00874,0.0,0.0,0.0,0.0,0.099,0.02715,0.00343,0.0,0.01687,0.0,0.0,0.0,0.00092,0.0,0.00174,0.0,0.0,0.0,0.02334,0.00588,0.0,0.00206,0.0,0.00893,0.06493,0.0,0.0,0.03989,0.0,0.0,0.09366,0.0,0.0,0.0,0.75425,0.0,0.00273,0.05106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00194,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.00639,0.00018,0.0,0.00442,0.43646,0.0,0.0,0.0,0.0,0.0,0.0,0.76194,0.00347,0.0,0.0,0.05119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02326,0.0,0.0,0.0,0.05788,0.16493,0.00168,0.0,0.01437,0.0,0.0,0.01362,0.0,0.0,0.0,0.0,0.02353,0.0,0.0,0.00519,0.0,0.0,0.0,0.01487,0.00636,0.0,0.0,0.0,0.0,0.03457,0.0,0.00016,0.0,0.0,0.00997,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus,0.0,0.0,0.00039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00874,0.0,0.0,0.0,0.0,0.00453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02334,0.0,0.0,0.0,0.0,0.00335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00309,0.0,0.00231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00136,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus|t__SGB15140,0.0,0.0,0.00039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02334,0.0,0.0,0.0,0.0,0.00335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00309,0.0,0.00231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00136,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_capillosus|t__SGB15161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_gallinarum,0.0,0.0,0.0,0.00379,0.0,0.0,0.00179,0.0,0.0,0.0,0.0,0.03261,0.0,0.67962,0.00056,0.0,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0912,0.02715,0.00343,0.0,0.01205,0.0,0.0,0.0,0.0,0.0,0.00174,0.0,0.0,0.0,0.0,0.00111,0.0,0.00206,0.0,0.0,0.02449,0.0,0.0,0.0,0.0,0.0,0.09366,0.0,0.0,0.0,0.00679,0.0,0.0,0.05106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00639,0.0,0.0,0.0,0.00232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02326,0.0,0.0,0.0,0.05788,0.05995,0.00168,0.0,0.01437,0.0,0.0,0.00166,0.0,0.0,0.0,0.0,0.02353,0.0,0.0,0.0,0.0,0.0,0.0,0.01487,0.00636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00997,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_gallinarum|t__SGB29328,0.0,0.0,0.0,0.00379,0.0,0.0,0.00179,0.0,0.0,0.0,0.0,0.03261,0.0,0.67962,0.00056,0.0,0.0,0.00062,0.0,0.0,0.0,0.0,0.0,0.0,0.0912,0.02715,0.00343,0.0,0.01205,0.0,0.0,0.0,0.0,0.0,0.00174,0.0,0.0,0.0,0.0,0.00111,0.0,0.00206,0.0,0.0,0.02449,0.0,0.0,0.0,0.0,0.0,0.09366,0.0,0.0,0.0,0.00679,0.0,0.0,0.05106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00639,0.0,0.0,0.0,0.00232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02326,0.0,0.0,0.0,0.05788,0.05995,0.00168,0.0,0.01437,0.0,0.0,0.00166,0.0,0.0,0.0,0.0,0.02353,0.0,0.0,0.0,0.0,0.0,0.0,0.01487,0.00636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00997,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_AF19_9AC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037,0.00245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_AF19_9AC|t__SGB23477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00037,0.00245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00016,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184,0.01239,0.0,0.0,0.22606,0.0,0.0,0.0,0.0,0.0,0.0,0.03373,0.0,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00477,0.0,0.0,0.0,0.00558,0.04044,0.0,0.0,0.03989,0.0,0.0,0.0,0.0,0.0,0.0,0.74437,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.00363,0.43169,0.0,0.0,0.0,0.0,0.0,0.0,0.76194,0.0,0.0,0.0,0.04645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10363,0.0,0.0,0.0,0.0,0.0,0.01096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03457,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_An184|t__SGB15156,0.01239,0.0,0.0,0.22606,0.0,0.0,0.0,0.0,0.0,0.0,0.03373,0.0,0.0,0.0,0.0074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00477,0.0,0.0,0.0,0.00558,0.04044,0.0,0.0,0.03989,0.0,0.0,0.0,0.0,0.0,0.0,0.74437,0.0,0.00042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00018,0.0,0.0,0.0,0.0,0.00363,0.43169,0.0,0.0,0.0,0.0,0.0,0.0,0.76194,0.0,0.0,0.0,0.04645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10363,0.0,0.0,0.0,0.0,0.0,0.01096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03457,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_Marseille_P3106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoflavonifractor|s__Pseudoflavonifractor_sp_Marseille_P3106|t__SGB15142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoruminococcus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94769
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoruminococcus|s__Pseudoruminococcus_massiliensis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94769
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Pseudoruminococcus|s__Pseudoruminococcus_massiliensis|t__SGB4280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.94769
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus,3.75809,3.85218,17.62641,0.0,0.17713,25.16061,0.55532,0.0,1.31051,3.89404,0.0,0.47201,1.19304,7.1837,0.07076,2.35402,1.45574,1.11656,2.52278,0.0,0.0,0.0,0.0254,0.44575,0.0,9.2749,2.69336,0.0,0.0,0.21964,0.02318,0.71602,2.67449,2.74722,6.53932,2.50837,7.26603,14.52656,9.1209,2.33287,0.435,9.97922,0.0,8.20874,1.08327,0.72119,18.1049,4.85727,14.45615,0.47818,0.67706,0.0239,3.41628,11.69854,0.8528,12.41798,3.62121,1.42959,0.66351,7.78188,0.5724,2.7715,0.09971,15.81205,0.24282,3.6798,0.45361,0.0,1.10457,0.17587,0.50799,6.25721,10.90221,10.60673,0.28363,5.25116,1.76685,6.42364,2.27445,5.5646,0.0,10.29341,0.0,0.16316,14.49369,0.0,0.49232,3.60091,0.39342,4.84695,22.52765,0.31014,0.71275,1.8399,7.87007,0.0,4.81867,0.67385,2.86546,10.30444,0.0,7.25856,0.74788,6.1847,0.29985,0.07583,2.51626,0.14559,3.18554,0.0,0.29358,5.34956,0.0,5.34899,3.68529,27.58133,12.87497,0.0,6.50404,0.27843,3.82076,1.21516,0.0,4.13555,1.0324,5.72334,5.98365,11.64079,0.79016,0.04733,0.02466,0.12367,1.07245
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_SGB4421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_SGB4421|t__SGB4421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23669,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bicirculans,0.14417,1.70603,0.60237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33507,1.45574,0.0,0.0,0.0,0.0,0.0,0.0,0.00544,0.0,0.0,0.10065,0.0,0.0,0.0,0.0,0.54616,0.0,0.0,0.87035,0.0,0.0,0.0,1.6992,0.0,0.0,0.0,0.0,0.26794,0.0,0.0,0.0,1.28646,0.0,0.0,0.0,0.0,0.12121,0.0,0.8528,0.0,3.08777,0.0,0.0,3.92423,0.0,0.0,0.0,0.0,0.0,0.48661,0.45361,0.0,0.0,0.17587,0.0,0.03127,0.0,0.0,0.0,0.77855,0.0,0.37587,0.0,3.7686,0.0,0.0,0.0,0.03537,0.0,0.0,0.43026,0.0,0.0,0.0,0.0,0.09259,0.0,0.0,1.34728,0.0,0.0,0.0,0.22091,0.0,0.0,0.0,0.0,0.33799,0.0,0.0,0.30239,0.0,0.00662,0.0,0.0,0.0,0.0,0.3024,2.0774,0.0,2.62388,0.0,0.76641,0.0,0.0,1.17253,0.0,0.53187,0.0,0.0,1.40587,0.16264,0.0,0.0,0.0,0.0,0.09901
k__Bacteria|p__Firmicutes|c__Clostridia|o__Eubacteriales|f__Oscillospiraceae|g__Ruminococcus|s__Ruminococcus_bicirculans|t__SGB4262,0.14417,1.70603,0.60237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33507,1.45574,0.0,0.0,0.0,0.0,0.0,0.0,0.00544,0.0,0.0,0.10065,0.0,0.0,0.0,0.0,0.54616,0.0,0.0,0.87035,0.0,0.0,0.0,1.6992,0.0,0.0,0.0,0.0,0.26794,0.0,0.0,0.0,1.28646,0.0,0.0,0.0,0.0,0.12121,0.0,0.8528,0.0,3.08777,0.0,0.0,3.92423,0.0,0.0,0.0,0.0,0.0,0.48661,0.45361,0.0,0.0,0.17587,0.0,0.03127,0.0,0.0,0.0,0.77855,0.0,0.37587,0.0,3.7686,0.0,0.0,0.0,0.03537,0.0,0.0,0.43026,0.0,0.0,0.0,0.0,0.09259,0.0,0.0,1.34728,0.0,0.0,0.0,0.22091,0.0,0.0,0.0,0.0,0.33799,0.0,0.0,0.30239,0.0,0.00662,0.0,0.0,0.0,0.0,0.3024,2.0774,0.0,2.62388,0.0,0.76641,0.0,0.0,1.17253,0.0,0.53187,0.0,0.0,1.40587,0.16264,0.0,0.0,0.0,0.0,0.09901
